Feature,Importance
Bilirubin_div_prod_of_N_Days_and_Copper,0.014567868271663707
Alk_Phos_div_prod_of_Cholesterol_and_SGOT,0.013875860588961546
Bilirubin_div_prod_of_Copper_and_Alk_Phos,0.013075245165389188
Std_Bilirubin_Albumin,0.012532193013641784
N_Days_x_Alk_Phos_x_Tryglicerides,0.010166511377655688
N_Days_x_Bilirubin_x_Copper,0.010099880733139149
Prothrombin_Normal_1,0.009779395333716145
Alk_Phos_div_prod_of_Bilirubin_and_Copper,0.009553693984656391
N_Days_x_Alk_Phos,0.009275261860839566
Alk_Phos_div_prod_of_SGOT_and_Platelets,0.009158770637566465
Bilirubin_x_Copper,0.008668041812756284
Platelets_div_prod_of_N_Days_and_Alk_Phos,0.008554070415203573
Tryglicerides_div_prod_of_N_Days_and_Copper,0.008077956336668867
Std_Cholesterol_Platelets,0.007941243086222812
Alk_Phos_div_prod_of_Copper_and_SGOT,0.007904824370362584
Alk_Phos_div_SGOT,0.007805157511956405
N_Days_x_Copper_x_Alk_Phos,0.007774979900611013
SGOT_div_prod_of_N_Days_and_Alk_Phos,0.007128024997187797
Bilirubin_x_Platelets,0.006861049530887691
SGOT_div_prod_of_N_Days_and_Copper,0.006484741543667549
Alk_Phos_div_prod_of_SGOT_and_Tryglicerides,0.006478020406205892
N_Days_x_Bilirubin_x_Alk_Phos,0.006466145058578866
SGOT_div_prod_of_N_Days_and_Tryglicerides,0.006141292911687157
Platelets_div_prod_of_N_Days_and_Cholesterol,0.005981591457264292
Alk_Phos_div_prod_of_N_Days_and_Copper,0.005978911357380135
Bilirubin_x_Alk_Phos,0.0059545035137967784
SGOT_div_prod_of_N_Days_and_Bilirubin,0.005873785068169652
Bilirubin_plus_Prothrombin,0.00575254240107727
Alk_Phos_div_prod_of_N_Days_and_Bilirubin,0.005751811801712969
Cholesterol_div_prod_of_N_Days_and_Alk_Phos,0.005747294275984451
Stage_4.0,0.005692318905700342
Tryglicerides_div_prod_of_N_Days_and_SGOT,0.005082551221197447
Copper_div_prod_of_N_Days_and_Bilirubin,0.005071022796461183
Alk_Phos_div_sum_of_Copper_and_SGOT,0.0049870004273489515
Alk_Phos_div_sum_of_Bilirubin_and_Albumin,0.004981371368906748
Platelets_div_prod_of_N_Days_and_Tryglicerides,0.0048281672968252184
Hepatomegaly_1,0.0048037747518652005
Alk_Phos_div_Tryglicerides,0.004794352051715306
Bilirubin_minus_Prothrombin,0.004788427873151238
Cholesterol_x_Tryglicerides,0.004785450803120735
Cholesterol_div_prod_of_N_Days_and_SGOT,0.004742783730934613
random_control_feature,0.004738120024732042
Cholesterol_div_prod_of_N_Days_and_Copper,0.004682805590877743
Bilirubin_div_Cholesterol,0.004595715504003095
Alk_Phos_x_Platelets,0.00459071437211958
Alk_Phos_div_prod_of_Cholesterol_and_Tryglicerides,0.004583432399121085
Bilirubin_div_Copper,0.004392338773034793
Bilirubin_div_Alk_Phos,0.0043867880292208835
Albumin,0.004359121096025856
Alk_Phos,0.004323816132994757
Copper_x_Platelets,0.004297104863372733
Cholesterol_x_Platelets,0.004285034811027695
Cholesterol_div_prod_of_N_Days_and_Tryglicerides,0.004259275022302772
SGOT_plus_Tryglicerides_minus_Cholesterol,0.0041573381253190555
N_Days_x_Bilirubin,0.00415671526125988
SGOT_div_prod_of_Copper_and_Platelets,0.0040790468692701795
Copper_x_Alk_Phos,0.004062995419940696
Bilirubin_div_Tryglicerides,0.004053570647306007
Age_x_Cholesterol,0.003954683563571961
Bilirubin_div_prod_of_Cholesterol_and_Copper,0.0038988758421213575
Alk_Phos_div_sum_of_Copper_and_Tryglicerides,0.0037892351572235846
Cholesterol_minus_Copper,0.0037694139333562596
Cholesterol_minus_Tryglicerides,0.003768911300446999
Cholesterol_div_prod_of_Copper_and_Platelets,0.003705343848064098
Cholesterol_minus_Platelets,0.0036896734857493007
Prothrombin,0.003664860882919955
Cholesterol_div_prod_of_Age_and_Tryglicerides,0.003627901587747584
Copper_minus_SGOT,0.003627090059699267
Cholesterol_minus_SGOT,0.0035446249285211195
SGOT_div_prod_of_Cholesterol_and_Copper,0.0035376354864015956
Alk_Phos_x_Tryglicerides,0.0035072726649851725
Copper_div_prod_of_Alk_Phos_and_Tryglicerides,0.0034989672459482556
N_Days_x_SGOT_x_Tryglicerides,0.0034623061515334673
Tryglicerides_div_prod_of_Age_and_Cholesterol,0.0034367708995444576
Cholesterol_div_Copper,0.0034243922938174227
Copper_plus_SGOT_minus_Tryglicerides,0.003409695428197734
Bilirubin_div_prod_of_Cholesterol_and_SGOT,0.0033849996708850776
Cholesterol_div_prod_of_Age_and_SGOT,0.003361809881448958
Std_of_Cholesterol_SGOT_Platelets,0.0033407478735858255
Tryglicerides_div_prod_of_N_Days_and_Bilirubin,0.0033020950325881593
Cholesterol_div_prod_of_N_Days_and_Bilirubin,0.0032867029680679763
Cholesterol_div_sum_of_N_Days_and_Alk_Phos,0.003241255482000947
N_Days_div_Platelets,0.0032354226172581282
N_Days_x_Cholesterol_x_Tryglicerides,0.0031776104427584523
Bilirubin_div_SGOT,0.0031249376101046035
N_Days_x_Cholesterol,0.0031117132294124317
Albumin_plus_Prothrombin,0.0031040570955384226
Copper_div_prod_of_Bilirubin_and_Tryglicerides,0.0029869652428832615
Tryglicerides_x_Platelets,0.0029448065376876257
Copper_plus_Tryglicerides_minus_Cholesterol,0.0029349360826400606
Stage_1.0,0.002913524480436351
Spiders_1,0.002902963643183947
Platelets_div_sum_of_N_Days_and_Alk_Phos,0.0028971190735691816
Age_x_Tryglicerides,0.0028929571066909935
Cholesterol_div_prod_of_SGOT_and_Platelets,0.002862651413281529
Copper_minus_Platelets,0.002861788064659916
Std_of_Copper_SGOT_Tryglicerides,0.002844148408036322
Bilirubin_div_prod_of_Copper_and_Tryglicerides,0.0028377834217651063
Age_div_Platelets,0.002795814404700838
Cholesterol_div_prod_of_Tryglicerides_and_Platelets,0.002770640702025572
Platelets_div_prod_of_N_Days_and_SGOT,0.0027250662152606504
Copper_plus_Platelets_minus_Cholesterol,0.0026977283625688095
SGOT_div_prod_of_Alk_Phos_and_Platelets,0.0026816977748248738
Std_of_Bilirubin_Albumin_Prothrombin,0.002678688142569102
N_Days_x_Copper,0.0026512119550897587
Copper_div_prod_of_Cholesterol_and_Tryglicerides,0.002650888681868191
SGOT_div_sum_of_N_Days_and_Alk_Phos,0.0026368272598924747
Copper_div_prod_of_Alk_Phos_and_SGOT,0.0026254267073426195
Copper_div_prod_of_Cholesterol_and_SGOT,0.0025676780879554236
Std_N_Days_Alk_Phos,0.0025602012102233494
SGOT_x_Tryglicerides,0.0025467415171512723
Std_Copper_SGOT,0.0025099356475641902
Std_Copper_Tryglicerides,0.002481620302012286
Cholesterol_div_sum_of_Bilirubin_and_Prothrombin,0.002458435406221906
Stage_2.0,0.002439883205888138
Copper_div_prod_of_Bilirubin_and_Alk_Phos,0.002418228185099522
Copper_div_Alk_Phos,0.002400937779441891
N_Days_x_Cholesterol_x_SGOT,0.0023870416191253928
Copper_div_sum_of_Bilirubin_and_Albumin,0.002362877178263926
Copper_div_prod_of_SGOT_and_Tryglicerides,0.002359794252950261
SGOT_div_prod_of_Cholesterol_and_Alk_Phos,0.0023596697531127796
N_Days_x_Cholesterol_x_Platelets,0.002353226434022021
N_Days_x_Platelets,0.002351790252123284
Copper_div_prod_of_Bilirubin_and_Platelets,0.002346755830751421
Cholesterol_div_Tryglicerides,0.002342494590156007
Tryglicerides_minus_Platelets,0.002319230074591784
Cholesterol_div_prod_of_Alk_Phos_and_Platelets,0.0023172945794820553
Copper,0.002292367018145339
Bilirubin_div_prod_of_Copper_and_SGOT,0.0022464597934581288
Cholesterol_x_SGOT,0.002208259729956293
Age_div_Tryglicerides,0.002187027782097899
Age_div_sum_of_N_Days_and_Alk_Phos,0.0021551189660344115
Sex_M,0.00215268510187675
