Feature,Importance
N_Days,0.00832015878029102
Bilirubin_plus_Prothrombin,0.00767046697164227
Age_div_sum_of_Bilirubin_and_Albumin,0.006389459725498532
Age,0.0024862727533954843
Stage_1.0,0.0018635599087038512
Edema_N,0.0018100941462021436
Age_x_SGOT,0.0017425382436951822
Hepatomegaly_1,0.0015171521667457079
Std_Copper_SGOT,0.0013917896192158041
Std_N_Days_Alk_Phos,0.0012912792920196225
SGOT,0.0010537322165854568
Cholesterol_div_Alk_Phos,0.0010498135119983434
Std_of_Bilirubin_Albumin_Prothrombin,0.0008744029564320743
Copper_div_prod_of_Cholesterol_and_SGOT,0.0007632794661013343
Platelets_div_sum_of_N_Days_and_Alk_Phos,0.0005799453646779429
Age_div_Tryglicerides,0.0005526444542695196
Cholesterol_div_prod_of_Age_and_Tryglicerides,0.0005295527308720849
Age_div_sum_of_SGOT_and_Tryglicerides,0.0003523859791043771
N_Days_x_SGOT_x_Tryglicerides,0.000319509390005377
SGOT_div_sum_of_Bilirubin_and_Albumin,0.00023439932985487295
Spiders_1,0.00022202677621189663
SGOT_div_prod_of_Cholesterol_and_Alk_Phos,0.00021572232236985122
Age_div_sum_of_Copper_and_Platelets,0.00015087520614010634
Alk_Phos_div_prod_of_SGOT_and_Tryglicerides,0.0001324265903077815
Alk_Phos,7.960329417470156e-05
Copper_minus_Tryglicerides,6.165684469429556e-05
Tryglicerides_Borderline_1,1.2667581510830136e-05
Ascites_and_Spiders_1,8.505787331980486e-07
Cholesterol_gt_Platelets_1,0.0
Copper_gt_Tryglicerides_1,0.0
N_Days_gt_Tryglicerides_1,0.0
N_Days_gt_Platelets_1,0.0
SGOT_gt_Platelets_1,0.0
Copper_gt_Platelets_1,0.0
N_Days_gt_Copper_1,0.0
Albumin_Risk_Level_Normal,0.0
Copper_High_1,0.0
Bilirubin_gt_Prothrombin_1,0.0
N_Days_gt_Alk_Phos_1,0.0
Copper_gt_SGOT_1,0.0
Cholesterol_gt_Copper_1,0.0
Age_Group_Senior,0.0
N_Days_gt_SGOT_1,0.0
Copper_gt_Prothrombin_1,0.0
Age_gt_Prothrombin,0.0
SGOT_gt_Tryglicerides_1,0.0
Bilirubin_Risk_Level_Normal,0.0
Tryglicerides_High_1,0.0
Cholesterol_Risk_Level_Normal,0.0
Age_gt_SGOT,0.0
Age_gt_Albumin,0.0
Cholesterol_gt_Tryglicerides_1,0.0
N_Days_gt_Albumin,0.0
Bilirubin_Risk_Level_Jaundice,0.0
Tryglicerides_Normal_1,0.0
Tryglicerides_gt_Platelets_1,0.0
Bilirubin_gt_Alk_Phos,0.0
Hepatomegaly_xor_Spiders_1,-8.409796220625323e-06
Edema_S,-1.4268310091269942e-05
Alk_Phos_div_prod_of_SGOT_and_Platelets,-1.4570170050964837e-05
Copper_Normal_1,-1.76635588753582e-05
Cholesterol_x_Platelets,-2.6383686477873273e-05
