Feature,Importance
Sex_M,0.005126383258739401
Alk_Phos_div_prod_of_SGOT_and_Platelets,0.00035988757775974974
Stage_4.0,0.0003117370718510844
SGOT_gt_Tryglicerides_1,0.00011782358652797197
N_Days_gt_Cholesterol_1,6.015787916859416e-05
Albumin_Risk_Level_Normal,4.1896576657651785e-05
Cholesterol_gt_Platelets_1,3.635498210051713e-05
Copper_Normal_1,3.523650278508761e-05
Tryglicerides_High_1,1.9130715035267088e-05
Bilirubin_gt_Prothrombin_1,1.830410197718235e-05
Cholesterol_gt_Copper_1,9.47165949909845e-06
N_Days_gt_SGOT_1,7.893560731344619e-06
N_Days_gt_Platelets_1,4.663075930269045e-06
N_Days_gt_Tryglicerides_1,3.414930923082426e-06
Cholesterol_gt_Tryglicerides_1,2.583353670606581e-06
Copper_gt_Prothrombin_1,1.6917890263123958e-06
Age_gt_SGOT,0.0
Age_gt_Albumin,0.0
N_Days_gt_Albumin,0.0
Age_gt_Prothrombin,0.0
Bilirubin_gt_Alk_Phos,0.0
N_Days_gt_Copper_1,-3.165214190148369e-07
Stage_2.0,-3.376828333248032e-06
Tryglicerides_gt_Platelets_1,-3.868424323818507e-06
Copper_gt_SGOT_1,-4.619686326170493e-06
Cholesterol_Risk_Level_Normal,-1.3970450004610058e-05
Tryglicerides_Borderline_1,-3.1482825057353995e-05
Ascites_xor_Hepatomegaly_xor_Spiders_1,-4.237835003908508e-05
Stage_3.0,-8.317063557066185e-05
Stage_1.0,-0.0003146305410841288
Age_Group_Senior,-0.0003308418885092301
Copper_gt_Platelets_1,-0.0003470405572296342
Hepatomegaly_and_Spiders_1,-0.00036527166004206134
SGOT_div_sum_of_Bilirubin_and_Albumin,-0.0004454315271623543
SGOT_minus_Tryglicerides,-0.0004546538210062994
Hepatomegaly_xor_Spiders_1,-0.0006189192643649255
Copper_gt_Tryglicerides_1,-0.0006481162012922749
Edema_Y,-0.0006553891974134163
Edema_S,-0.001071677914471081
Copper_div_prod_of_Cholesterol_and_SGOT,-0.0012629824632949304
Tryglicerides_Normal_1,-0.001383382167680478
Ascites_and_Spiders_1,-0.0014440822428480903
Copper_div_prod_of_Cholesterol_and_Tryglicerides,-0.0014577430606456977
SGOT_gt_Platelets_1,-0.001826087154408549
Spiders_1,-0.0019166530254731405
Ascites_1,-0.001990792707572613
Age_div_sum_of_Copper_and_Platelets,-0.0022237161968885867
Alk_Phos_div_prod_of_N_Days_and_Copper,-0.0023776800126394915
Copper_div_prod_of_Alk_Phos_and_Tryglicerides,-0.0024156048181190213
Cholesterol_div_prod_of_N_Days_and_Bilirubin,-0.0025690666987930786
Std_N_Days_Alk_Phos,-0.002703260001655483
Copper_High_1,-0.002767980847955061
Cholesterol_div_Alk_Phos,-0.0029692625344026054
