Feature,Importance
Bilirubin_div_prod_of_N_Days_and_Copper,0.015411060314412778
Std_Bilirubin_Albumin,0.012191453347065487
SGOT_div_prod_of_N_Days_and_Alk_Phos,0.0077164241973201025
Bilirubin_x_Copper,0.006632592387013157
N_Days_x_Bilirubin_x_Copper,0.005913524736043925
SGOT_div_prod_of_N_Days_and_Tryglicerides,0.005134788221933074
Platelets_div_prod_of_N_Days_and_Cholesterol,0.004758106206693177
Copper_div_prod_of_N_Days_and_Bilirubin,0.004401217020109357
Std_of_Bilirubin_Albumin_Prothrombin,0.0042387830516683305
Tryglicerides_div_prod_of_N_Days_and_SGOT,0.0037673952684478818
Stage_4.0,0.00353528789554101
Cholesterol_div_prod_of_N_Days_and_Alk_Phos,0.0033548869966381623
Alk_Phos_div_prod_of_N_Days_and_Copper,0.0032267966232262047
Prothrombin_Normal_1,0.0030884467884704702
Prothrombin,0.00303945176805389
Copper_x_Alk_Phos,0.0030176220801433574
Bilirubin_x_Alk_Phos,0.0025107478614199833
Hepatomegaly_1,0.0020077751314322633
N_Days_x_Bilirubin_x_Alk_Phos,0.001982729119177633
Alk_Phos_div_prod_of_Bilirubin_and_Copper,0.0018660597800315014
Alk_Phos_div_prod_of_Copper_and_SGOT,0.0018429179930328065
Bilirubin_div_Cholesterol,0.001771005844536344
Alk_Phos_div_prod_of_SGOT_and_Platelets,0.0017234720681720405
Std_N_Days_Alk_Phos,0.00166557246455734
Cholesterol_div_prod_of_N_Days_and_SGOT,0.0016330365405728832
Bilirubin_plus_Prothrombin,0.0015833720097079827
Albumin,0.001523501606404266
N_Days_x_Bilirubin,0.0013986039810769014
Albumin_plus_Prothrombin,0.0013767044779157411
N_Days_x_Cholesterol_x_SGOT,0.001373162114650379
Platelets_div_prod_of_N_Days_and_Alk_Phos,0.0012607552701496027
Tryglicerides_div_prod_of_N_Days_and_Copper,0.0012078994377956154
Bilirubin_div_prod_of_Copper_and_Alk_Phos,0.001206896547850431
Spiders_1,0.0011446274327944783
SGOT_div_prod_of_N_Days_and_Copper,0.001119336133300721
Copper_div_prod_of_Bilirubin_and_Tryglicerides,0.001045651736260097
Cholesterol_div_prod_of_N_Days_and_Tryglicerides,0.0010300610789829644
Bilirubin_x_Platelets,0.0009872430946883126
Alk_Phos_div_sum_of_Copper_and_SGOT,0.0009717878802378965
Platelets_div_prod_of_N_Days_and_SGOT,0.0009616172712917758
Tryglicerides_div_prod_of_Age_and_Cholesterol,0.0009406596577688252
Platelets_div_prod_of_N_Days_and_Tryglicerides,0.0009317945778596981
N_Days_div_Copper,0.0009139331983765075
Hepatomegaly_and_Spiders_1,0.0008917865680794568
Alk_Phos_div_prod_of_Cholesterol_and_SGOT,0.0008689733316505945
Bilirubin_minus_Prothrombin,0.000867514060301967
SGOT_div_prod_of_N_Days_and_Bilirubin,0.0008590837644665472
Alk_Phos_div_prod_of_N_Days_and_Bilirubin,0.0008455145476879922
Age_x_Cholesterol,0.0008189115212769748
Bilirubin_div_prod_of_Copper_and_Tryglicerides,0.0007726216226930538
Cholesterol_div_prod_of_Age_and_Tryglicerides,0.0007592901944065566
Bilirubin_div_prod_of_Copper_and_SGOT,0.0007024107095000974
N_Days_x_Copper_x_Alk_Phos,0.0006846924150739342
Age_x_SGOT,0.0006803265407822923
Bilirubin_div_Copper,0.0006560936611471536
Cholesterol_div_prod_of_Copper_and_Platelets,0.0006460235234472199
Copper_div_prod_of_Cholesterol_and_Tryglicerides,0.0006404235982524176
Cholesterol_div_prod_of_SGOT_and_Platelets,0.0006261221194140566
Edema_N,0.0005991662478763049
Bilirubin_div_Tryglicerides,0.0005762517661173128
Age_x_Tryglicerides,0.000540646145985939
Age,0.0005301872784566786
Copper_div_sum_of_Bilirubin_and_Albumin,0.0004952205856272384
Tryglicerides_div_prod_of_N_Days_and_Bilirubin,0.0004818225663015773
Cholesterol_div_prod_of_Age_and_SGOT,0.00046177291093835057
Copper_div_Alk_Phos,0.00045152252087360737
Std_Copper_SGOT,0.00045152136411676596
Stage_2.0,0.0004376168620836107
SGOT_x_Tryglicerides,0.0004352754847308215
Cholesterol_div_Copper,0.0004215379904015315
Copper_x_Platelets,0.00041319996040333536
Bilirubin_div_Alk_Phos,0.00041247363233708477
Copper,0.00041107410202740447
Bilirubin_div_prod_of_Cholesterol_and_Copper,0.00040321252219542635
Age_div_Platelets,0.0004004021809798841
Bilirubin_div_prod_of_Cholesterol_and_SGOT,0.00039799812345679307
Tryglicerides_div_sum_of_N_Days_and_Alk_Phos,0.00039183274180623845
Alk_Phos_div_SGOT,0.00038124242619255066
SGOT_div_prod_of_Age_and_Cholesterol,0.00037258013292509217
Stage_1.0,0.0003690378087756275
Bilirubin,0.0003343191995613848
Platelets_div_sum_of_N_Days_and_Alk_Phos,0.0003279543517503136
Sex_M,0.000301377711786378
SGOT_div_sum_of_Cholesterol_and_Platelets,0.0002886221740235484
Tryglicerides_div_prod_of_Copper_and_Platelets,0.00028200224511609637
Copper_minus_Tryglicerides,0.0002777072594517727
Copper_div_prod_of_Bilirubin_and_Alk_Phos,0.00027227654283971893
Age_div_sum_of_Copper_and_Platelets,0.00026813128870902144
SGOT_minus_Platelets,0.000257600884372674
Copper_minus_Platelets,0.00025356949504671156
N_Days_x_Cholesterol,0.00025297036642273226
Cholesterol_div_prod_of_SGOT_and_Tryglicerides,0.00025129482307543864
Cholesterol_div_prod_of_Tryglicerides_and_Platelets,0.00024488887174192064
SGOT_div_sum_of_N_Days_and_Alk_Phos,0.00024292937094655742
Cholesterol_div_Alk_Phos,0.0002371719621879187
Hepatomegaly_xor_Spiders_1,0.0002367562037951776
Cholesterol_div_prod_of_Alk_Phos_and_Platelets,0.00022841057563630969
Cholesterol_div_SGOT,0.00021594589491135576
N_Days_x_Alk_Phos,0.00020862270486885493
Age_x_Platelets,0.00020355992881499474
N_Days_div_Tryglicerides,0.00020246889743214094
Tryglicerides_plus_Platelets_minus_Copper,0.00019874477982869564
Age_div_sum_of_N_Days_and_Alk_Phos,0.00019528720638395722
Age_div_sum_of_Copper_and_Tryglicerides,0.00019188230526594354
Platelets,0.00019132426778497913
Tryglicerides_plus_Platelets_minus_SGOT,0.00018797214696088303
Copper_minus_SGOT,0.0001855704840672501
Copper_plus_SGOT_minus_Tryglicerides,0.00018550382410955412
Copper_gt_SGOT_1,0.00018269419814142206
Copper_div_prod_of_Cholesterol_and_SGOT,0.00018059921278508413
Age_div_Tryglicerides,0.000176552624487738
Alk_Phos_div_sum_of_Bilirubin_and_Albumin,0.00017334852328036994
N_Days_x_Cholesterol_x_Tryglicerides,0.00016872657918403532
Cholesterol_div_prod_of_Alk_Phos_and_Tryglicerides,0.0001672296803102935
Age_x_Albumin,0.0001671930419048173
Tryglicerides_minus_Platelets,0.00016520658350127615
Edema_Y,0.00016221414952042657
Age_div_Cholesterol,0.0001594073587080558
Cholesterol_div_sum_of_N_Days_and_Alk_Phos,0.00015753692446886735
N_Days_x_SGOT,0.00015260113372980944
N_Days_x_SGOT_x_Tryglicerides,0.0001480603928289492
Copper_plus_Platelets_minus_SGOT,0.00014636577084844782
Ascites_xor_Hepatomegaly_xor_Spiders_1,0.0001316208790837581
SGOT_minus_Tryglicerides,0.0001314104948224193
N_Days_div_Bilirubin,0.00012692973492161693
Age_div_sum_of_Cholesterol_and_Platelets,0.0001231825010500742
N_Days_x_Copper,0.00012268341161635556
SGOT,0.00011943940218000937
Cholesterol_gt_Platelets_1,0.00011334977316448281
Cholesterol_div_prod_of_N_Days_and_Bilirubin,0.00010273883124367607
Ascites_1,0.0001023225890935242
Edema_S,0.0001021727525013283
N_Days_x_Cholesterol_x_Platelets,9.795085052845432e-05
Copper_plus_Platelets_minus_Tryglicerides,9.537467283022628e-05
Alk_Phos_div_prod_of_Cholesterol_and_Tryglicerides,9.133330654811144e-05
SGOT_div_prod_of_Copper_and_Platelets,9.066390355596863e-05
SGOT_plus_Platelets_minus_Tryglicerides,8.575680739365654e-05
Copper_div_prod_of_SGOT_and_Tryglicerides,8.147583876667919e-05
Copper_plus_Platelets,8.12057348767381e-05
Cholesterol_x_SGOT,7.853635504749937e-05
SGOT_div_prod_of_Alk_Phos_and_Platelets,7.784844745433619e-05
Alk_Phos_div_prod_of_SGOT_and_Tryglicerides,7.73208160751848e-05
Stage_3.0,7.60166057976397e-05
Alk_Phos_div_sum_of_Copper_and_Tryglicerides,7.470412089169206e-05
Bilirubin_Risk_Level_Jaundice,7.435841531360677e-05
Alk_Phos_x_Tryglicerides,6.965709685303746e-05
Std_SGOT_Tryglicerides,6.955378665082445e-05
Copper_plus_Tryglicerides_minus_SGOT,6.34911978403252e-05
Tryglicerides_x_Platelets,5.03293398673943e-05
Tryglicerides_Borderline_1,5.0091497291099296e-05
Tryglicerides_Normal_1,4.569177444090799e-05
SGOT_x_Platelets,4.2058292222167955e-05
SGOT_plus_Tryglicerides_minus_Copper,3.330168874867145e-05
Ascites_and_Spiders_1,3.1292254430804744e-05
Albumin_Risk_Level_Normal,2.9470803289037847e-05
SGOT_div_prod_of_Cholesterol_and_Copper,2.7178641907421575e-05
Age_div_sum_of_SGOT_and_Tryglicerides,2.6656726665096334e-05
Cholesterol_Risk_Level_Normal,2.4777875395344263e-05
SGOT_div_prod_of_Cholesterol_and_Alk_Phos,2.3117849267561e-05
SGOT_gt_Tryglicerides_1,2.149444750061735e-05
Copper_div_prod_of_Alk_Phos_and_Tryglicerides,1.8652130373411072e-05
Tryglicerides_High_1,1.6996747462433292e-05
Copper_div_prod_of_Alk_Phos_and_SGOT,1.6257304031547236e-05
Copper_High_1,1.5137500054388518e-05
Copper_gt_Prothrombin_1,1.4691181896762106e-05
N_Days,1.4361627351755504e-05
Platelets_div_sum_of_Bilirubin_and_Albumin,1.2715010361702416e-05
Copper_gt_Platelets_1,1.2524871385156679e-05
Age_Group_Senior,1.0015253119945998e-05
Bilirubin_gt_Prothrombin_1,4.5248122687413515e-06
SGOT_div_prod_of_Alk_Phos_and_Tryglicerides,4.266596742832359e-06
Cholesterol_gt_Copper_1,3.6278038248316327e-06
Tryglicerides_gt_Platelets_1,1.3173795660370588e-06
Cholesterol_gt_Tryglicerides_1,2.1114704599867168e-07
Age_gt_SGOT,0.0
Bilirubin_gt_Alk_Phos,0.0
N_Days_gt_Albumin,0.0
Age_gt_Prothrombin,0.0
Age_gt_Albumin,0.0
N_Days_gt_Tryglicerides_1,-4.1640706642143135e-07
N_Days_gt_Copper_1,-7.384094324014435e-07
N_Days_gt_SGOT_1,-1.544300699557466e-06
N_Days_gt_Platelets_1,-2.50316705311393e-06
SGOT_gt_Platelets_1,-4.142685443573324e-06
N_Days_x_Platelets,-1.5284740778459537e-05
N_Days_gt_Cholesterol_1,-1.581197214340246e-05
Tryglicerides,-1.603747968975667e-05
Albumin_x_Prothrombin,-1.752063167435925e-05
Bilirubin_gt_Albumin_1,-1.8880298213399537e-05
N_Days_x_Tryglicerides_x_Platelets,-2.016807742573956e-05
Tryglicerides_div_sum_of_Cholesterol_and_Platelets,-2.1437390144336544e-05
Copper_gt_Tryglicerides_1,-2.592152294023986e-05
SGOT_div_prod_of_Cholesterol_and_Tryglicerides,-2.625241209459839e-05
Copper_div_prod_of_Bilirubin_and_Platelets,-3.076329831519732e-05
Bilirubin_div_SGOT,-3.536773701879214e-05
N_Days_gt_Alk_Phos_1,-3.547039066655544e-05
Copper_Normal_1,-3.549195330618815e-05
random_control_feature,-4.5579775739488235e-05
Std_of_Copper_SGOT_Tryglicerides,-5.8139097117960734e-05
N_Days_x_Tryglicerides,-6.017849764667683e-05
Std_Copper_Tryglicerides,-6.841597706686131e-05
N_Days_div_Platelets,-7.0115885498091e-05
N_Days_x_SGOT_x_Platelets,-7.102662860906107e-05
Age_div_SGOT,-8.483960104163524e-05
Alk_Phos_div_Tryglicerides,-8.502903174073319e-05
Cholesterol_div_Tryglicerides,-8.809221430441049e-05
Std_Cholesterol_Platelets,-0.00010087376588394313
Tryglicerides_div_sum_of_Bilirubin_and_Albumin,-0.0001037300372025385
Cholesterol_x_Tryglicerides,-0.00011953777486108707
Alk_Phos,-0.00012277815388874624
SGOT_div_sum_of_Bilirubin_and_Albumin,-0.00012404793196168048
SGOT_div_prod_of_Bilirubin_and_Platelets,-0.00012422741177164573
Alk_Phos_x_Platelets,-0.00012681107905570198
Bilirubin_Risk_Level_Normal,-0.00017881561372912525
N_Days_div_SGOT,-0.0001830939501782458
N_Days_minus_Alk_Phos,-0.00019386126378141076
Age_div_sum_of_Bilirubin_and_Albumin,-0.0002138320807577998
Cholesterol_div_sum_of_Copper_and_SGOT,-0.00022904268972933186
N_Days_x_Alk_Phos_x_Tryglicerides,-0.0002702522004122343
Cholesterol_div_prod_of_N_Days_and_Copper,-0.0004896351582193758
Cholesterol_div_sum_of_Bilirubin_and_Albumin,-0.0005280997806374576
Cholesterol_div_sum_of_Bilirubin_and_Prothrombin,-0.0006854204999796042
Cholesterol_minus_Platelets,-0.0007317089327553261
Copper_plus_Platelets_minus_Cholesterol,-0.0007997012039094364
Cholesterol_plus_Copper,-0.0008593066972853825
Std_of_Cholesterol_Tryglicerides_Platelets,-0.0012580428114578337
Cholesterol,-0.0012996886226484994
Copper_plus_Tryglicerides_minus_Cholesterol,-0.0014061804624567842
Cholesterol_minus_Copper,-0.0014250044351922075
Cholesterol_minus_Tryglicerides,-0.001496765416410435
Cholesterol_x_Platelets,-0.0015080247938252436
Std_of_Cholesterol_SGOT_Platelets,-0.0016930254276169908
Cholesterol_minus_SGOT,-0.001794732501016002
SGOT_plus_Tryglicerides_minus_Cholesterol,-0.0017952772334821556
