Feature,3,5,10,15,20,Average
N_Days_div_Bilirubin,0.252043321,0.240587104,0.219321804,0.21517146,0.210364869,0.227497712
Bilirubin_x_Copper,0.22663392,0.224880642,0.209637687,0.195270511,0.192738503,0.209832253
Bilirubin_plus_Prothrombin,0.204085604,0.209365125,0.213869743,0.210649009,0.209663742,0.209526645
N_Days_div_Copper,0.223142598,0.210276994,0.190652124,0.180425184,0.17730285,0.19635995
N_Days,0.1994881,0.19346631,0.198924825,0.192737559,0.187050734,0.194333506
Bilirubin,0.186447334,0.195816931,0.194957279,0.194265471,0.195710077,0.193439418
Bilirubin_div_Cholesterol,0.213523519,0.207982528,0.188479819,0.17743013,0.172244257,0.19193205
Bilirubin_x_Alk_Phos,0.21558426,0.204137746,0.182004459,0.175165383,0.170823445,0.189543058
Bilirubin_div_Tryglicerides,0.200672436,0.192825606,0.179119689,0.168050582,0.162825075,0.180698678
N_Days_div_SGOT,0.202052245,0.199759936,0.172663608,0.164463593,0.159549248,0.179697726
Bilirubin_x_Platelets,0.208343174,0.196202844,0.174934796,0.163641171,0.154420154,0.179508428
Bilirubin_div_SGOT,0.198799227,0.187515364,0.172660278,0.159550356,0.159465833,0.175598212
Copper,0.173162028,0.173302199,0.172642061,0.16564823,0.165461359,0.170043175
Alk_Phos_div_prod_of_Bilirubin_and_Copper,0.185179576,0.182119056,0.164251201,0.153133424,0.145954674,0.166127586
Copper_x_Alk_Phos,0.176369598,0.1730345,0.154915358,0.142918399,0.134462308,0.156340033
Bilirubin_div_Alk_Phos,0.185840943,0.179728268,0.150516718,0.133832685,0.129150532,0.155813829
N_Days_div_Tryglicerides,0.180833489,0.175089818,0.146520526,0.138174049,0.132202197,0.154564016
Std_Bilirubin_Albumin,0.15422158,0.154343203,0.1505116,0.15256062,0.153062626,0.152939926
N_Days_x_Platelets,0.185787289,0.16644936,0.144910501,0.135497226,0.131263072,0.15278149
Alk_Phos,0.157269918,0.152133155,0.154450079,0.154800575,0.142756967,0.152282139
Bilirubin_Risk_Level_Jaundice,0.154834035,0.147463364,0.147811195,0.145363967,0.145630109,0.148220534
SGOT,0.14570821,0.153298181,0.152780443,0.146089792,0.140277025,0.14763073
Cholesterol,0.150129618,0.152882972,0.149603135,0.144098965,0.140662141,0.147475366
Platelets,0.142884641,0.1497452,0.147725798,0.140409974,0.130210769,0.142195276
Cholesterol_div_Copper,0.174827743,0.168851147,0.134550091,0.117742621,0.111534193,0.141501159
Age,0.141288223,0.148178244,0.143473667,0.145078797,0.127238771,0.14105154
Copper_plus_SGOT_minus_Tryglicerides,0.162444554,0.159022178,0.132760234,0.127338296,0.120003932,0.140313839
Platelets_div_sum_of_Bilirubin_and_Albumin,0.154504972,0.141957209,0.137642895,0.131179725,0.127689714,0.138594903
Copper_minus_SGOT,0.161635713,0.156766512,0.140055433,0.122145177,0.107977887,0.137716145
